Date,Open,High,Low,Close,Index
2019-10-07,,,,38.58,ICICI Prudential Balanced Advantage Fund
2019-10-09,,,,38.91,ICICI Prudential Balanced Advantage Fund
2019-10-10,,,,38.75,ICICI Prudential Balanced Advantage Fund
2019-10-11,,,,38.88,ICICI Prudential Balanced Advantage Fund
2019-10-14,,,,39.0,ICICI Prudential Balanced Advantage Fund
2019-10-15,,,,39.21,ICICI Prudential Balanced Advantage Fund
2019-10-16,,,,39.23,ICICI Prudential Balanced Advantage Fund
2019-10-17,,,,39.58,ICICI Prudential Balanced Advantage Fund
2019-10-18,,,,39.71,ICICI Prudential Balanced Advantage Fund
2019-10-22,,,,39.62,ICICI Prudential Balanced Advantage Fund
2019-10-23,,,,39.73,ICICI Prudential Balanced Advantage Fund
2019-10-24,,,,39.76,ICICI Prudential Balanced Advantage Fund
2019-10-25,,,,39.74,ICICI Prudential Balanced Advantage Fund
2019-10-29,,,,40.13,ICICI Prudential Balanced Advantage Fund
2019-10-30,,,,40.3,ICICI Prudential Balanced Advantage Fund
2019-10-31,,,,40.35,ICICI Prudential Balanced Advantage Fund
2019-11-01,,,,40.34,ICICI Prudential Balanced Advantage Fund
2019-11-04,,,,40.4,ICICI Prudential Balanced Advantage Fund
2019-11-05,,,,40.35,ICICI Prudential Balanced Advantage Fund
2019-11-06,,,,40.45,ICICI Prudential Balanced Advantage Fund
2019-11-07,,,,40.47,ICICI Prudential Balanced Advantage Fund
2019-11-08,,,,40.35,ICICI Prudential Balanced Advantage Fund
2019-11-11,,,,40.39,ICICI Prudential Balanced Advantage Fund
2019-11-13,,,,40.32,ICICI Prudential Balanced Advantage Fund
2019-11-14,,,,40.39,ICICI Prudential Balanced Advantage Fund
2019-11-15,,,,40.42,ICICI Prudential Balanced Advantage Fund
2019-11-18,,,,40.42,ICICI Prudential Balanced Advantage Fund
2019-11-19,,,,40.49,ICICI Prudential Balanced Advantage Fund
2019-11-20,,,,40.52,ICICI Prudential Balanced Advantage Fund
2019-11-21,,,,40.43,ICICI Prudential Balanced Advantage Fund
2019-11-22,,,,40.39,ICICI Prudential Balanced Advantage Fund
2019-11-25,,,,40.67,ICICI Prudential Balanced Advantage Fund
2019-11-26,,,,40.62,ICICI Prudential Balanced Advantage Fund
2019-11-27,,,,40.77,ICICI Prudential Balanced Advantage Fund
2019-11-28,,,,40.89,ICICI Prudential Balanced Advantage Fund
2019-11-29,,,,40.76,ICICI Prudential Balanced Advantage Fund
2019-12-02,,,,40.72,ICICI Prudential Balanced Advantage Fund
2019-12-03,,,,40.61,ICICI Prudential Balanced Advantage Fund
2019-12-04,,,,40.71,ICICI Prudential Balanced Advantage Fund
2019-12-05,,,,40.63,ICICI Prudential Balanced Advantage Fund
2019-12-06,,,,40.45,ICICI Prudential Balanced Advantage Fund
2019-12-09,,,,40.45,ICICI Prudential Balanced Advantage Fund
2019-12-10,,,,40.3,ICICI Prudential Balanced Advantage Fund
2019-12-11,,,,40.4,ICICI Prudential Balanced Advantage Fund
2019-12-12,,,,40.51,ICICI Prudential Balanced Advantage Fund
2019-12-13,,,,40.74,ICICI Prudential Balanced Advantage Fund
2019-12-16,,,,40.69,ICICI Prudential Balanced Advantage Fund
2019-12-17,,,,40.85,ICICI Prudential Balanced Advantage Fund
2019-12-18,,,,40.91,ICICI Prudential Balanced Advantage Fund
2019-12-19,,,,40.96,ICICI Prudential Balanced Advantage Fund
2019-12-20,,,,41.0,ICICI Prudential Balanced Advantage Fund
2019-12-23,,,,41.03,ICICI Prudential Balanced Advantage Fund
2019-12-24,,,,41.0,ICICI Prudential Balanced Advantage Fund
2019-12-26,,,,40.91,ICICI Prudential Balanced Advantage Fund
2019-12-27,,,,41.15,ICICI Prudential Balanced Advantage Fund
2019-12-30,,,,41.16,ICICI Prudential Balanced Advantage Fund
2019-12-31,,,,41.06,ICICI Prudential Balanced Advantage Fund
2020-01-01,,,,41.1,ICICI Prudential Balanced Advantage Fund
2020-01-02,,,,41.25,ICICI Prudential Balanced Advantage Fund
2020-01-03,,,,41.16,ICICI Prudential Balanced Advantage Fund
2020-01-06,,,,40.76,ICICI Prudential Balanced Advantage Fund
2020-01-07,,,,40.87,ICICI Prudential Balanced Advantage Fund
2020-01-08,,,,40.85,ICICI Prudential Balanced Advantage Fund
2020-01-09,,,,41.17,ICICI Prudential Balanced Advantage Fund
2020-01-10,,,,41.25,ICICI Prudential Balanced Advantage Fund
2020-01-13,,,,41.35,ICICI Prudential Balanced Advantage Fund
2020-01-14,,,,41.42,ICICI Prudential Balanced Advantage Fund
2020-01-15,,,,41.45,ICICI Prudential Balanced Advantage Fund
2020-01-16,,,,41.53,ICICI Prudential Balanced Advantage Fund
2020-01-17,,,,41.54,ICICI Prudential Balanced Advantage Fund
2020-01-20,,,,41.39,ICICI Prudential Balanced Advantage Fund
2020-01-21,,,,41.3,ICICI Prudential Balanced Advantage Fund
2020-01-22,,,,41.22,ICICI Prudential Balanced Advantage Fund
2020-01-23,,,,41.38,ICICI Prudential Balanced Advantage Fund
2020-01-24,,,,41.58,ICICI Prudential Balanced Advantage Fund
2020-01-27,,,,41.4,ICICI Prudential Balanced Advantage Fund
2020-01-28,,,,41.28,ICICI Prudential Balanced Advantage Fund
2020-01-29,,,,41.42,ICICI Prudential Balanced Advantage Fund
2020-01-30,,,,41.28,ICICI Prudential Balanced Advantage Fund
2020-01-31,,,,41.16,ICICI Prudential Balanced Advantage Fund
2020-02-03,,,,40.74,ICICI Prudential Balanced Advantage Fund
2020-02-04,,,,41.2,ICICI Prudential Balanced Advantage Fund
2020-02-05,,,,41.43,ICICI Prudential Balanced Advantage Fund
2020-02-06,,,,41.58,ICICI Prudential Balanced Advantage Fund
2020-02-07,,,,41.58,ICICI Prudential Balanced Advantage Fund
2020-02-10,,,,41.4,ICICI Prudential Balanced Advantage Fund
2020-02-11,,,,41.48,ICICI Prudential Balanced Advantage Fund
2020-02-12,,,,41.59,ICICI Prudential Balanced Advantage Fund
2020-02-13,,,,41.55,ICICI Prudential Balanced Advantage Fund
2020-02-14,,,,41.43,ICICI Prudential Balanced Advantage Fund
2020-02-17,,,,41.27,ICICI Prudential Balanced Advantage Fund
2020-02-18,,,,41.22,ICICI Prudential Balanced Advantage Fund
2020-02-19,,,,41.44,ICICI Prudential Balanced Advantage Fund
2020-02-20,,,,41.42,ICICI Prudential Balanced Advantage Fund
2020-02-24,,,,40.98,ICICI Prudential Balanced Advantage Fund
2020-02-25,,,,40.91,ICICI Prudential Balanced Advantage Fund
2020-02-26,,,,40.68,ICICI Prudential Balanced Advantage Fund
2020-02-27,,,,40.55,ICICI Prudential Balanced Advantage Fund
2020-02-28,,,,39.81,ICICI Prudential Balanced Advantage Fund
2020-03-02,,,,39.5,ICICI Prudential Balanced Advantage Fund
2020-03-03,,,,39.91,ICICI Prudential Balanced Advantage Fund
2020-03-04,,,,39.7,ICICI Prudential Balanced Advantage Fund
2020-03-05,,,,39.78,ICICI Prudential Balanced Advantage Fund
2020-03-06,,,,39.28,ICICI Prudential Balanced Advantage Fund
2020-03-09,,,,38.07,ICICI Prudential Balanced Advantage Fund
2020-03-11,,,,37.96,ICICI Prudential Balanced Advantage Fund
2020-03-12,,,,35.67,ICICI Prudential Balanced Advantage Fund
2020-03-13,,,,36.47,ICICI Prudential Balanced Advantage Fund
2020-03-16,,,,34.78,ICICI Prudential Balanced Advantage Fund
2020-03-17,,,,34.16,ICICI Prudential Balanced Advantage Fund
2020-03-18,,,,32.83,ICICI Prudential Balanced Advantage Fund
2020-03-19,,,,32.24,ICICI Prudential Balanced Advantage Fund
2020-03-20,,,,33.49,ICICI Prudential Balanced Advantage Fund
2020-03-23,,,,30.35,ICICI Prudential Balanced Advantage Fund
2020-03-24,,,,30.94,ICICI Prudential Balanced Advantage Fund
2020-03-25,,,,32.12,ICICI Prudential Balanced Advantage Fund
2020-03-26,,,,32.86,ICICI Prudential Balanced Advantage Fund
2020-03-27,,,,33.02,ICICI Prudential Balanced Advantage Fund
2020-03-30,,,,32.2,ICICI Prudential Balanced Advantage Fund
2020-03-31,,,,33.0,ICICI Prudential Balanced Advantage Fund
2020-04-01,,,,32.05,ICICI Prudential Balanced Advantage Fund
2020-04-03,,,,31.57,ICICI Prudential Balanced Advantage Fund
2020-04-07,,,,33.34,ICICI Prudential Balanced Advantage Fund
2020-04-08,,,,33.35,ICICI Prudential Balanced Advantage Fund
2020-04-09,,,,34.48,ICICI Prudential Balanced Advantage Fund
2020-04-13,,,,34.15,ICICI Prudential Balanced Advantage Fund
2020-04-15,,,,34.12,ICICI Prudential Balanced Advantage Fund
2020-04-16,,,,34.49,ICICI Prudential Balanced Advantage Fund
2020-04-17,,,,35.37,ICICI Prudential Balanced Advantage Fund
2020-04-20,,,,35.26,ICICI Prudential Balanced Advantage Fund
2020-04-21,,,,34.43,ICICI Prudential Balanced Advantage Fund
2020-04-22,,,,34.85,ICICI Prudential Balanced Advantage Fund
2020-04-23,,,,35.11,ICICI Prudential Balanced Advantage Fund
2020-04-24,,,,34.62,ICICI Prudential Balanced Advantage Fund
2020-04-27,,,,34.92,ICICI Prudential Balanced Advantage Fund
2020-04-28,,,,35.01,ICICI Prudential Balanced Advantage Fund
2020-04-29,,,,35.4,ICICI Prudential Balanced Advantage Fund
2020-04-30,,,,36.2,ICICI Prudential Balanced Advantage Fund
2020-05-04,,,,34.94,ICICI Prudential Balanced Advantage Fund
2020-05-05,,,,34.71,ICICI Prudential Balanced Advantage Fund
2020-05-06,,,,34.94,ICICI Prudential Balanced Advantage Fund
2020-05-07,,,,34.73,ICICI Prudential Balanced Advantage Fund
2020-05-08,,,,34.81,ICICI Prudential Balanced Advantage Fund
2020-05-11,,,,34.88,ICICI Prudential Balanced Advantage Fund
2020-05-12,,,,34.91,ICICI Prudential Balanced Advantage Fund
2020-05-13,,,,35.38,ICICI Prudential Balanced Advantage Fund
2020-05-14,,,,34.82,ICICI Prudential Balanced Advantage Fund
2020-05-15,,,,34.81,ICICI Prudential Balanced Advantage Fund
2020-05-18,,,,33.92,ICICI Prudential Balanced Advantage Fund
2020-05-19,,,,34.17,ICICI Prudential Balanced Advantage Fund
2020-05-20,,,,34.68,ICICI Prudential Balanced Advantage Fund
2020-05-21,,,,34.9,ICICI Prudential Balanced Advantage Fund
2020-05-22,,,,34.76,ICICI Prudential Balanced Advantage Fund
2020-05-26,,,,34.85,ICICI Prudential Balanced Advantage Fund
2020-05-27,,,,35.4,ICICI Prudential Balanced Advantage Fund
2020-05-28,,,,35.9,ICICI Prudential Balanced Advantage Fund
2020-05-29,,,,36.17,ICICI Prudential Balanced Advantage Fund
2020-06-01,,,,36.85,ICICI Prudential Balanced Advantage Fund
2020-06-02,,,,37.21,ICICI Prudential Balanced Advantage Fund
2020-06-03,,,,37.38,ICICI Prudential Balanced Advantage Fund
2020-06-04,,,,37.43,ICICI Prudential Balanced Advantage Fund
2020-06-05,,,,37.92,ICICI Prudential Balanced Advantage Fund
2020-06-08,,,,37.85,ICICI Prudential Balanced Advantage Fund
